isin,name,ticker,size,asset_class,currency,domicile_country,hedged,dividends,ter,number_of_holdings,index,symbol
IE00BD4TXV59,UBS Core MSCI World UCITS ETF USD acc,UETW,6209.0,equity,USD,Ireland,False,Accumulating,0.06,1319.0,MSCI World,UETW.DE
IE00BD4TXW66,UBS Core S&P 500 UCITS ETF USD acc,BCFT,1342.0,equity,USD,Ireland,False,Accumulating,0.03,503.0,S&P 500®,
IE00BD4TYG73,UBS Core MSCI USA UCITS ETF EUR Hedged acc,UBUJ,502.0,equity,EUR,Ireland,True,Accumulating,0.09,543.0,MSCI USA (EUR Hedged),UBUJ.BE
IE00BD4TYL27,UBS Core MSCI USA UCITS ETF CHF Hedged acc,USCHWH,494.0,equity,CHF,Ireland,True,Accumulating,0.09,543.0,MSCI USA (CHF Hedged),
IE00BD6GCF16,First Trust US Equity Income UCITS ETF Acc,FTGI,28.0,equity,USD,Ireland,False,Accumulating,0.55,135.0,Nasdaq US High Equity Income,
IE00BD6RZT93,WisdomTree US Equity Income UCITS ETF Acc,WTD9,80.0,equity,USD,Ireland,False,Accumulating,0.29,333.0,WisdomTree US Equity Income,WTD9.BE
IE00BD6RZW23,WisdomTree US Equity Income UCITS ETF EUR Hedged Acc,WTDY,1.0,equity,EUR,Ireland,True,Accumulating,0.35,333.0,WisdomTree US Equity Income (EUR Hedged),WTDY.DE
IE00BD6RZZ53,WisdomTree US Equity Income UCITS ETF GBP Hedged Acc,DHSG,1.0,equity,GBP,Ireland,True,Accumulating,0.35,333.0,WisdomTree US Equity Income (GBP Hedged),
IE00BDDRF700,HANetf HAN-GINS Tech Megatrend Equal Weight UCITS ETF,T3KE,96.0,equity,USD,Ireland,False,Accumulating,0.59,139.0,Solactive Innovative Technologies,T3KE.BE
IE00BDF12W49,WisdomTree Emerging Markets Equity Income UCITS ETF Acc,WTD8,44.0,equity,USD,Ireland,False,Accumulating,0.46,397.0,WisdomTree Emerging Markets Equity Income,WTD8.BE
IE00BDF16007,WisdomTree Europe Equity Income UCITS ETF Acc,EEIP,25.0,equity,EUR,Ireland,False,Accumulating,0.29,185.0,WisdomTree Europe Equity Income,
IE00BDF16114,WisdomTree Europe SmallCap Dividend UCITS ETF Acc,WTD7,34.0,equity,EUR,Ireland,False,Accumulating,0.38,280.0,WisdomTree Europe SmallCap Dividend,WTD7.BE
IE00BDFBTQ78,VanEck S&P Global Mining UCITS ETF A,WMIN,1524.0,equity,USD,Ireland,False,Accumulating,0.5,152.0,S&P Global Mining Reduced Coal,WMIN.BE
IE00BDGV0415,UBS MSCI USA Select Factor Mix UCITS ETF USD acc,USUE,94.0,equity,USD,Ireland,False,Accumulating,0.25,1865.0,MSCI USA Select Factor Mix,USUE.DE
IE00BDGV0746,UBS MSCI USA Select Factor Mix UCITS ETF hEUR acc,USMUFE,9.0,equity,EUR,Ireland,True,Accumulating,0.28,1865.0,MSCI USA Select Factor Mix (EUR Hedged),USMUFE.MI
IE00BDGV0C91,UBS MSCI USA Select Factor Mix UCITS ETF hCHF acc,USMUFS,32.0,equity,CHF,Ireland,True,Accumulating,0.28,1865.0,MSCI USA Select Factor Mix (CHF Hedged),
IE00BDQZN113,UBS MSCI ACWI Universal UCITS ETF hUSD acc,AWESGW,1193.0,equity,USD,Ireland,True,Accumulating,0.26,1840.0,MSCI ACWI Universal Low Carbon Select 5% Issuer Capped (USD Hedged),
IE00BDQZN337,UBS MSCI ACWI Universal UCITS ETF hEUR acc,AWESGE,804.0,equity,EUR,Ireland,True,Accumulating,0.26,1840.0,MSCI ACWI Universal Low Carbon Select 5% Issuer Capped (EUR Hedged),AWESGE.SW
IE00BDQZN550,UBS MSCI ACWI Universal UCITS ETF hGBP acc,AWESGG,290.0,equity,GBP,Ireland,True,Accumulating,0.26,1840.0,MSCI ACWI Universal Low Carbon Select 5% Issuer Capped (GBP Hedged),
IE00BDQZN774,UBS MSCI ACWI Universal UCITS ETF hCHF acc,AWESGS,1402.0,equity,CHF,Ireland,True,Accumulating,0.26,1840.0,MSCI ACWI Universal Low Carbon Select 5% Issuer Capped (CHF Hedged),
IE00BDR55471,UBS MSCI ACWI Socially Responsible UCITS ETF USD acc,AW1P,577.0,equity,USD,Ireland,False,Accumulating,0.25,569.0,MSCI ACWI SRI Low Carbon Select 5% Issuer Capped,
IE00BDR55703,UBS MSCI ACWI Socially Responsible UCITS ETF hUSD acc,AWSR,197.0,equity,USD,Ireland,True,Accumulating,0.28,569.0,MSCI ACWI SRI Low Carbon Select 5% Issuer Capped (USD Hedged),AWSR.AS
IE00BDR55927,UBS MSCI ACWI Socially Responsible UCITS ETF hEUR acc,AW1R,785.0,equity,EUR,Ireland,True,Accumulating,0.28,569.0,MSCI ACWI SRI Low Carbon Select 5% Issuer Capped (EUR Hedged),AW1R.BE
IE00BDR55F85,UBS MSCI ACWI Socially Responsible UCITS ETF hCHF acc,AWSRIS,601.0,equity,CHF,Ireland,True,Accumulating,0.28,569.0,MSCI ACWI SRI Low Carbon Select 5% Issuer Capped (CHF Hedged),
IE00BDR5GV14,UBS Global Gender Equality UCITS ETF USD acc,GENE,89.0,equity,USD,Ireland,False,Accumulating,0.2,100.0,Solactive Equileap Global Gender Equality 100 Leaders,
IE00BDR5GY45,UBS Global Gender Equality UCITS ETF hUSD acc,GENDEW,4.0,equity,USD,Ireland,True,Accumulating,0.23,100.0,Solactive Equileap Global Gender Equality 100 (USD Hedged),
IE00BDR5H073,UBS Global Gender Equality UCITS ETF hEUR acc,GGUE,24.0,equity,EUR,Ireland,True,Accumulating,0.23,100.0,Solactive Equileap Global Gender Equality 100 (EUR Hedged),GGUE.DE
IE00BDR5H297,UBS Global Gender Equality UCITS ETF hGBP acc,GENG,6.0,equity,GBP,Ireland,True,Accumulating,0.23,100.0,Solactive Equileap Global Gender Equality 100 Leaders (GBP Hedged),
IE00BDR5H412,UBS Global Gender Equality UCITS ETF hCHF acc,AW1A,70.0,equity,CHF,Ireland,True,Accumulating,0.23,100.0,Solactive Equileap Global Gender Equality 100 (CHF Hedged),
IE00BDT8TZ34,Invesco Preferred Shares UCITS UCITS ETF CHF Hedged,PRFC,0.0,equity,CHF,Ireland,True,Accumulating,0.55,256.0,BofA Merrill Lynch Diversified Core Plus Fixed Rate Preferred Securities (CHF Hedged),
IE00BDVPNG13,WisdomTree Artificial Intelligence UCITS ETF USD Acc,WTI2,919.0,equity,USD,Ireland,False,Accumulating,0.4,63.0,Nasdaq CTA Artificial Intelligence,WTI2.BE
IE00BF1B7272,SPDR MSCI All Country World UCITS ETF USD Hedged (Acc),SPP2,65.0,equity,USD,Ireland,True,Accumulating,0.17,2280.0,MSCI ACWI (USD Hedged),
IE00BF1B7389,SPDR MSCI All Country World UCITS ETF EUR Hedged (Acc),SPP1,1027.0,equity,EUR,Ireland,True,Accumulating,0.17,2280.0,MSCI ACWI (EUR Hedged),SPP1.DE
IE00BF20LF40,iShares MSCI Europe Mid Cap UCITS ETF EUR (Acc),2B72,522.0,equity,EUR,Ireland,False,Accumulating,0.15,224.0,MSCI Europe Mid Cap,2B72.DU
IE00BF2B0K52,Franklin EM Multi-Factor Equity UCITS ETF USD,FLXE,54.0,equity,USD,Ireland,False,Accumulating,0.3,291.0,LibertyQ Emerging Markets Equity,FLXE.BE
IE00BF2B0P08,Franklin U.S. Equity UCITS ETF,FLXU,56.0,equity,USD,Ireland,False,Accumulating,0.2,211.0,Franklin US Equity,FLXU.DE
IE00BF4G6Y48,JPMorgan Global Research Enhanced Index Equity (ESG) UCITS ETF USD (acc),JREG,4989.0,equity,USD,Ireland,False,Accumulating,0.25,667.0,JP Morgan Global Research Enhanced Index Equity (ESG),JREG.BE
IE00BF4G6Z54,JPMorgan Global Emerging Markets Research Enhanced Index Equity (ESG) UCITS ETF USD (acc),JREM,1697.0,equity,USD,Ireland,False,Accumulating,0.35,371.0,JP Morgan Global Emerging Markets Research Enhanced Index Equity (ESG),JREM.DE
IE00BF4G7076,JPMorgan US Research Enhanced Index Equity (ESG) UCITS ETF USD (acc),JREU,8845.0,equity,USD,Ireland,False,Accumulating,0.2,240.0,JP Morgan US Research Enhanced Index Equity (ESG),JREU.DE
IE00BF4G7183,JPMorgan Europe Research Enhanced Index Equity (ESG) UCITS ETF EUR (acc),JREE,2805.0,equity,EUR,Ireland,False,Accumulating,0.23,142.0,JP Morgan Europe Research Enhanced Index Equity (ESG),JREE.DE
IE00BF4RFH31,iShares MSCI World Small Cap UCITS ETF,IUSN,6501.0,equity,USD,Ireland,False,Accumulating,0.35,3473.0,MSCI World Small Cap,IUSN.BE
IE00BF5DXP42,First Trust Indxx Innovative Transaction & Process UCITS ETF Acc,02F0,44.0,equity,USD,Ireland,False,Accumulating,0.65,101.0,Indxx Blockchain,02F0.BE
IE00BF92LR56,Ossiam ESG Low Carbon Shiller Barclays CAPE® US Sector UCITS ETF 1A (USD),5HED,5.0,equity,USD,Ireland,False,Accumulating,0.75,98.0,Ossiam ESG Low Carbon Shiller Barclays CAPE® US Sector,
IE00BF92LV92,Ossiam ESG Low Carbon Shiller Barclays CAPE® US Sector UCITS ETF 1A (EUR),5HEE,7.0,equity,EUR,Ireland,False,Accumulating,0.75,98.0,Ossiam ESG Low Carbon Shiller Barclays CAPE® US Sector,5HEE.DU
IE00BFD26097,First Trust IPOX Europe Equity Opportunities UCITS ETF Acc,IPXE,2.0,equity,EUR,Ireland,False,Accumulating,0.65,100.0,IPOX® 100 Europe,
IE00BFD2H405,First Trust Cloud Computing UCITS ETF Acc,SKYE,388.0,equity,USD,Ireland,False,Accumulating,0.6,64.0,ISE Cloud Computing,SKYE.AS
IE00BFMNHK08,Xtrackers MSCI Europe ESG UCITS ETF 1C,XZEU,1063.0,equity,EUR,Ireland,False,Accumulating,0.2,209.0,MSCI Europe Low Carbon SRI Selection,XZEU.BE
IE00BFMNPS42,Xtrackers MSCI USA ESG UCITS ETF 1C,XZMU,8099.0,equity,USD,Ireland,False,Accumulating,0.15,249.0,MSCI USA Low Carbon SRI Selection,XZMU.BE
IE00BFMXVQ44,Vanguard FTSE 250 UCITS ETF (GBP) Accumulating,VMIG,833.0,equity,GBP,Ireland,False,Accumulating,0.1,250.0,FTSE 250,VMIG.BE
IE00BFMXXD54,Vanguard S&P 500 UCITS ETF (USD) Accumulating,VUAA,25752.0,equity,USD,Ireland,False,Accumulating,0.07,502.0,S&P 500®,VUAA.BE
IE00BFMXYP42,Vanguard FTSE 100 UCITS ETF (GBP) Accumulating,VUKG,2657.0,equity,GBP,Ireland,False,Accumulating,0.09,100.0,FTSE 100,VUKG.BE
IE00BFMXYX26,Vanguard FTSE Japan UCITS ETF (USD) Accumulating,VJPA,1189.0,equity,USD,Ireland,False,Accumulating,0.1,489.0,FTSE Japan,VJPA.DE
IE00BFMXYY33,Vanguard FTSE Japan UCITS ETF EUR Hedged Accumulating,VJPE,79.0,equity,EUR,Ireland,True,Accumulating,0.15,489.0,FTSE Japan (EUR Hedged),VJPE.DE
IE00BFMXZJ56,Vanguard FTSE Japan UCITS ETF USD Hedged Accumulating,VJPU,51.0,equity,USD,Ireland,True,Accumulating,0.15,489.0,FTSE Japan (USD Hedged),VJPU.BE
IE00BFNM3B99,iShares MSCI EMU Screened UCITS ETF EUR (Acc),SLMA,1441.0,equity,EUR,Ireland,False,Accumulating,0.12,209.0,MSCI EMU Screened,SLMA.BE
IE00BFNM3D14,iShares MSCI Europe Screened UCITS ETF EUR (Acc),SLMC,4637.0,equity,EUR,Ireland,False,Accumulating,0.12,377.0,MSCI Europe Screened,SLMC.BE
IE00BFNM3G45,iShares MSCI USA Screened UCITS ETF USD (Acc),SGAS,13694.0,equity,USD,Ireland,False,Accumulating,0.07,495.0,MSCI USA Screened,SGAS.BE
IE00BFNM3J75,iShares MSCI World Screened UCITS ETF USD (Acc),SNAW,4902.0,equity,USD,Ireland,False,Accumulating,0.2,1211.0,MSCI World Screened,SNAW.BE
IE00BFNM3L97,iShares MSCI Japan Screened UCITS ETF USD (Acc),SGAJ,1652.0,equity,USD,Ireland,False,Accumulating,0.15,162.0,MSCI Japan Screened,SGAJ.DE
IE00BFNM3P36,iShares MSCI EM IMI Screened UCITS ETF USD (Acc),AYEM,5128.0,equity,USD,Ireland,False,Accumulating,0.18,2673.0,MSCI Emerging Markets IMI Screened,AYEM.BE
IE00BFTWP510,SPDR EURO STOXX Low Volatility UCITS ETF EUR,ZPRL,34.0,equity,EUR,Ireland,False,Accumulating,0.3,101.0,EURO STOXX® Low Risk Weighted 100,ZPRL.BE
IE00BFWXDV39,Franklin FTSE Asia ex China ex Japan UCITS ETF,FVSJ,550.0,equity,USD,Ireland,False,Accumulating,0.14,756.0,FTSE Asia ex Japan ex China,FVSJ.DE
IE00BFXR5Q31,L&G US Equity UCITS ETF,ETLS,1003.0,equity,USD,Ireland,False,Accumulating,0.05,418.0,Solactive Core United States Large & Mid Cap,ETLS.BE
IE00BFXR5R48,L&G UK Equity UCITS ETF GBP Acc,XML4,180.0,equity,GBP,Ireland,False,Accumulating,0.05,77.0,Solactive Core United Kingdom Large & Mid Cap,XML4.BE
IE00BFXR5S54,L&G Global Equity UCITS ETF,ETLQ,907.0,equity,USD,Ireland,False,Accumulating,0.1,1389.0,Solactive Core Developed Markets Large & Mid Cap,ETLQ.BE
IE00BFXR5T61,L&G Japan Equity UCITS ETF,ETLR,717.0,equity,USD,Ireland,False,Accumulating,0.1,300.0,Solactive Core Japan Large & Mid Cap,ETLR.BE
IE00BFXR5V83,L&G Europe ex UK Equity UCITS ETF,ETLN,902.0,equity,EUR,Ireland,False,Accumulating,0.1,328.0,Solactive Core Developed Markets Europe ex UK Large & Mid Cap,ETLN.BE
IE00BFXR5W90,L&G Asia Pacific ex Japan Equity UCITS ETF,ETLK,669.0,equity,USD,Ireland,False,Accumulating,0.1,144.0,Solactive Core Developed Markets Pacific ex Japan Large & Mid Cap,ETLK.BE
IE00BFY0GT14,SPDR MSCI World UCITS ETF,SPPW,13871.0,equity,USD,Ireland,False,Accumulating,0.12,1311.0,MSCI World,SPPW.BE
IE00BFYN8Y92,HANetf EMQQ Emerging Markets Internet UCITS ETF,EMQQ,125.0,equity,USD,Ireland,False,Accumulating,0.86,52.0,EMQQ The Emerging Markets Internet ESG-Screened,EMQQ.BE
IE00BFZXGZ54,Invesco EQQQ Nasdaq-100 UCITS ETF Acc,EQQB,3270.0,equity,USD,Ireland,False,Accumulating,0.3,101.0,Nasdaq 100®,EQQB.DU
IE00BG04LZ52,Xtrackers MSCI USA UCITS ETF 3C CHF Hedged,XD9C,285.0,equity,CHF,Ireland,True,Accumulating,0.12,544.0,MSCI USA (CHF Hedged),
IE00BG04M077,Xtrackers MSCI USA UCITS ETF 2C EUR Hedged,XD9E,544.0,equity,EUR,Ireland,True,Accumulating,0.12,544.0,MSCI USA (EUR Hedged),XD9E.BE
IE00BG0J4C88,iShares Digital Security UCITS ETF USD (Acc),L0CK,1351.0,equity,USD,Ireland,False,Accumulating,0.4,110.0,STOXX® Global Digital Security,L0CK.BE
IE00BG0SKF03,iShares Edge MSCI EM Value Factor UCITS ETF USD (Acc),5MVL,1097.0,equity,USD,Ireland,False,Accumulating,0.4,167.0,MSCI Emerging Markets Select Value Factor Focus,
IE00BG36TC12,Xtrackers MSCI Japan ESG UCITS ETF 1C,XZMJ,2963.0,equity,USD,Ireland,False,Accumulating,0.2,92.0,MSCI Japan Low Carbon SRI Selection,XZMJ.BE
IE00BG370F43,Xtrackers MSCI Emerging Markets ESG UCITS ETF 1C,XZEM,1561.0,equity,USD,Ireland,False,Accumulating,0.25,332.0,MSCI Emerging Markets Low Carbon SRI Selection,XZEM.BE
IE00BG482169,Invesco Preferred Shares UCITS ETF A,PRAC,64.0,equity,USD,Ireland,False,Accumulating,0.5,256.0,BofA Merrill Lynch Diversified Core Plus Fixed Rate Preferred Securities,PRAC.DE
IE00BGHQ0G80,Xtrackers MSCI AC World Screened UCITS ETF 1C,XMAW,5118.0,equity,EUR,Ireland,False,Accumulating,0.25,1880.0,MSCI ACWI Select Screened,XMAW.BE
IE00BGL86Z12,iShares Electric Vehicles and Driving Technology UCITS ETF USD (Acc),IEVD,401.0,equity,USD,Ireland,False,Accumulating,0.4,89.0,STOXX® Global Electric Vehicles & Driving Technology,IEVD.BE
IE00BGV5VN51,Xtrackers Artificial Intelligence & Big Data UCITS ETF 1C,XAIX,6023.0,equity,USD,Ireland,False,Accumulating,0.35,89.0,Nasdaq Global Artificial Intelligence and Big Data,XAIX.BE
IE00BGV5VR99,Xtrackers Future Mobility UCITS ETF 1C,XMOV,146.0,equity,USD,Ireland,False,Accumulating,0.35,65.0,Nasdaq Global Future Mobility,XMOV.BE
IE00BH361H73,Xtrackers MSCI North America High Dividend Yield UCITS ETF 1C,XDND,112.0,equity,USD,Ireland,False,Accumulating,0.39,183.0,MSCI North America High Dividend Yield,XDND.BE
IE00BH4GPZ28,SPDR S&P 500 Leaders UCITS ETF USD Unhedged (Acc),SPPY,4269.0,equity,USD,Ireland,False,Accumulating,0.03,235.0,S&P 500 Scored & Screened Leaders,SPPY.BE
IE00BHJYDT11,Invesco Variable Rate Preferred Shares UCITS ETF A,VPAC,5.0,equity,USD,Ireland,False,Accumulating,0.5,303.0,Wells Fargo Diversified Hybrid and Preferred Securities Floating and Variable Rate,
IE00BHXMHL11,UBS S&P 500 Scored & Screened UCITS ETF USD acc,4UBQ,1726.0,equity,USD,Ireland,False,Accumulating,0.1,314.0,S&P 500 Scored & Screened,
IE00BHXMHN35,UBS S&P 500 Scored & Screened UCITS ETF hCHF acc,5ESGS,321.0,equity,CHF,Ireland,True,Accumulating,0.13,314.0,S&P 500 Scored & Screened (CHF Hedged),
IE00BHXMHQ65,UBS S&P 500 Scored & Screened UCITS ETF hEUR acc,S5SG,960.0,equity,EUR,Ireland,True,Accumulating,0.13,314.0,S&P 500 Scored & Screened (EUR Hedged),S5SG.BE
IE00BHZPJ015,iShares MSCI EMU ESG Enhanced CTB UCITS ETF EUR (Acc),EDM4,2801.0,equity,EUR,Ireland,False,Accumulating,0.12,204.0,MSCI EMU ESG Enhanced Focus CTB,EDM4.BE
IE00BHZPJ239,iShares MSCI EM ESG Enhanced CTB UCITS ETF USD (Acc),EDM2,7415.0,equity,USD,Ireland,False,Accumulating,0.18,1046.0,MSCI Emerging Markets ESG Enhanced Focus CTB,EDM2.BE
IE00BHZPJ452,iShares MSCI Japan ESG Enhanced CTB UCITS ETF USD (Acc),EDMJ,1133.0,equity,USD,Ireland,False,Accumulating,0.15,174.0,MSCI Japan ESG Enhanced Focus CTB,EDMJ.BE
IE00BHZPJ569,iShares MSCI World ESG Enhanced CTB UCITS ETF USD (Acc),EDMW,4313.0,equity,USD,Ireland,False,Accumulating,0.2,1124.0,MSCI World ESG Enhanced Focus CTB,EDMW.BE
IE00BHZPJ783,iShares MSCI Europe ESG Enhanced CTB UCITS ETF EUR (Acc),EDM6,1708.0,equity,EUR,Ireland,False,Accumulating,0.12,372.0,MSCI Europe ESG Enhanced Focus CTB,EDM6.BE
IE00BHZPJ908,iShares MSCI USA ESG Enhanced CTB UCITS ETF USD (Acc),EDMU,6992.0,equity,USD,Ireland,False,Accumulating,0.07,493.0,MSCI USA ESG Enhanced Focus CTB,EDMU.BE
IE00BHZRQY00,Franklin FTSE Brazil UCITS ETF,FLXB,75.0,equity,USD,Ireland,False,Accumulating,0.19,73.0,FTSE Brazil 30/18 Capped,FLXB.BE
IE00BHZRQZ17,Franklin FTSE India UCITS ETF ,FLXI,1464.0,equity,USD,Ireland,False,Accumulating,0.19,270.0,FTSE India 30/18 Capped,FLXI.BE
IE00BHZRR030,Franklin FTSE Korea UCITS ETF,FLXK,2152.0,equity,USD,Ireland,False,Accumulating,0.09,152.0,FTSE Korea 30/18 Capped,FLXK.BE
IE00BHZRR147,Franklin FTSE China UCITS ETF,FLXC,1367.0,equity,USD,Ireland,False,Accumulating,0.19,997.0,FTSE China 30/18 Capped,FLXC.BE
IE00BJ0KDQ92,Xtrackers MSCI World UCITS ETF 1C,XDWD,16437.0,equity,USD,Ireland,False,Accumulating,0.12,1454.0,MSCI World,XDWD.BE
IE00BJ0KDR00,Xtrackers MSCI USA UCITS ETF 1C,XD9U,9078.0,equity,USD,Ireland,False,Accumulating,0.07,544.0,MSCI USA,XD9U.BE
IE00BJ38QD84,SPDR Russell 2000 US Small Cap UCITS ETF,ZPRR,4213.0,equity,USD,Ireland,False,Accumulating,0.3,1929.0,Russell 2000®,ZPRR.BE
IE00BJ5CMD00,Goldman Sachs ActiveBeta® Emerging Markets Equity UCITS ETF CLASS USD (Acc.),GACB,12.0,equity,USD,Ireland,False,Accumulating,0.49,750.0,Goldman Sachs ActiveBeta Emerging Markets Equity,GACB.BE
IE00BJ5CNR11,Goldman Sachs ActiveBeta® Paris-Aligned Sustainable US Large Cap Equity UCITS ETF CLASS USD (Acc.),GACA,144.0,equity,USD,Ireland,False,Accumulating,0.14,442.0,Goldman Sachs ActiveBeta US Large Cap Equity,GACA.BE
IE00BJ5JPG56,iShares MSCI China UCITS ETF USD (Acc),ICGA,3404.0,equity,USD,Ireland,False,Accumulating,0.28,560.0,MSCI China,ICGA.BE
IE00BJGWQN72,WisdomTree Cloud Computing UCITS ETF USD Acc,WTEJ,189.0,equity,USD,Ireland,False,Accumulating,0.4,68.0,BVP Nasdaq Emerging Cloud,WTEJ.BE
IE00BJK9H753,JPMorgan BetaBuilders US Equity UCITS ETF (Acc),BBUS,71.0,equity,USD,Ireland,False,Accumulating,0.04,519.0,Morningstar US Target Market Exposure,BBUS.DE
IE00BJLKK341,iShares MSCI EMU SRI UCITS ETF EUR (Acc),AYE4,34.0,equity,EUR,Ireland,False,Accumulating,0.2,69.0,MSCI EMU SRI Select Reduced Fossil Fuels,
IE00BJQRDK83,Invesco MSCI World Universal Screened UCITS ETF Acc,ESGW,207.0,equity,USD,Ireland,False,Accumulating,0.19,416.0,MSCI World Universal Select Business Screens,ESGW.DE
IE00BJQRDL90,Invesco MSCI Europe Universal Screened UCITS ETF Acc,ESGE,171.0,equity,EUR,Ireland,False,Accumulating,0.16,297.0,MSCI Europe Universal Select Business Screens,AWESGE.SW
IE00BJQRDM08,Invesco MSCI USA Universal Screened UCITS ETF Acc,ESGU,2777.0,equity,USD,Ireland,False,Accumulating,0.09,331.0,MSCI USA Universal Select Business Screens,ESGU.DE
IE00BJQRDN15,Invesco Quantitative Strategies ESG Global Equity Multi-Factor UCITS ETF Acc,IQSA,1246.0,equity,USD,Ireland,False,Accumulating,0.3,184.0,Invesco Quantitative Strategies ESG Global Equity Multi-Factor,IQSA.DE
IE00BJQRDP39,Invesco Quantitative Strategies ESG Global Equity Multi-Factor UCITS ETF EUR PfHdg Acc,IQSE,341.0,equity,EUR,Ireland,True,Accumulating,0.3,184.0,Invesco Quantitative Strategies ESG Global Equity Multi-Factor (EUR Hedged),IQSE.BE
IE00BJRCLL96,JPMorgan Global Equity Multi-Factor UCITS ETF Accumulating,JPGL,194.0,equity,USD,Ireland,False,Accumulating,0.19,519.0,JP Morgan Diversified Factor Global Developed (Region Aware) Equity,JPGL.DE
IE00BJXRT813,SPDR MSCI World Value UCITS ETF USD Unhedged (Acc),SPF4,110.0,equity,USD,Ireland,False,Accumulating,0.25,350.0,MSCI World Value Exposure Select,
IE00BJXT3C94,UBS MSCI USA Socially Responsible UCITS ETF USD acc,4UBI,466.0,equity,USD,Ireland,False,Accumulating,0.19,181.0,MSCI USA SRI Low Carbon Select 5% Issuer Capped,4UBI.DU
IE00BJXT3G33,UBS MSCI USA Socially Responsible UCITS ETF hEUR acc,4UBD,20.0,equity,EUR,Ireland,True,Accumulating,0.22,181.0,MSCI USA SRI Low Carbon Select 5% Issuer Capped (EUR Hedged),
IE00BJXT3L85,UBS MSCI USA Socially Responsible UCITS ETF hCHF acc,USSRIC,31.0,equity,CHF,Ireland,True,Accumulating,0.22,181.0,MSCI USA SRI Low Carbon Select 5% Issuer Capped (CHF Hedged),
IE00BJZ2DC62,Xtrackers MSCI USA Screened UCITS ETF 1C,XRSM,245.0,equity,USD,Ireland,False,Accumulating,0.07,493.0,MSCI USA Select Screened,XRSM.BE
IE00BJZ2DD79,Xtrackers Russell 2000 UCITS ETF 1C,XRS2,1942.0,equity,USD,Ireland,False,Accumulating,0.3,1458.0,Russell 2000®,XRS2.BE
IE00BK5BC677,L&G Healthcare Technology & Innovation UCITS ETF USD Acc,XMLH,193.0,equity,USD,Ireland,False,Accumulating,0.49,62.0,ROBO Global Healthcare Technology and Innovation,XMLH.BE
IE00BK5BC891,L&G Clean Water UCITS ETF,XMLC,531.0,equity,USD,Ireland,False,Accumulating,0.49,61.0,Solactive Clean Water,XMLC.BE
IE00BK5BCD43,L&G Artificial Intelligence UCITS ETF,XMLD,1130.0,equity,USD,Ireland,False,Accumulating,0.49,52.0,ROBO Global Artificial Intelligence,XMLD.BE
IE00BK5BCH80,L&G Clean Energy UCITS ETF,RENW,362.0,equity,USD,Ireland,False,Accumulating,0.49,58.0,Solactive Clean Energy,RENW.DE
IE00BK5BQT80,Vanguard FTSE All-World UCITS ETF (USD) Accumulating,VWCE,28535.0,equity,USD,Ireland,False,Accumulating,0.19,3624.0,FTSE All-World,VWCE.BE
IE00BK5BQV03,Vanguard FTSE Developed World UCITS ETF Acc,VGVF,4896.0,equity,USD,Ireland,False,Accumulating,0.12,1999.0,FTSE Developed,VGVF.BE
IE00BK5BQW10,Vanguard FTSE North America UCITS ETF (USD) Accumulating,VNRA,2067.0,equity,USD,Ireland,False,Accumulating,0.08,584.0,FTSE North America,VNRA.DE
IE00BK5BQX27,Vanguard FTSE Developed Europe UCITS ETF (EUR) Accumulating,VWCG,2171.0,equity,EUR,Ireland,False,Accumulating,0.1,524.0,FTSE Developed Europe,VWCG.BE
IE00BK5BQY34,Vanguard FTSE Developed Europe ex UK UCITS ETF (EUR) Accumulating,VERE,1178.0,equity,EUR,Ireland,False,Accumulating,0.1,426.0,FTSE Developed Europe ex UK,VERE.DE
IE00BK5BQZ41,Vanguard FTSE Developed Asia Pacific ex Japan UCITS ETF (USD) Accumulating,VGEK,498.0,equity,USD,Ireland,False,Accumulating,0.15,373.0,FTSE Developed Asia Pacific ex Japan,VGEK.BE
IE00BK5BR626,Vanguard FTSE All-World High Dividend Yield UCITS ETF Acc,VGWE,1599.0,equity,USD,Ireland,False,Accumulating,0.29,2219.0,FTSE All-World High Dividend Yield,VGWE.DE
IE00BK5BR733,Vanguard FTSE Emerging Markets UCITS ETF (USD) Accumulating,VFEA,1561.0,equity,USD,Ireland,False,Accumulating,0.17,2267.0,FTSE Emerging,VFEA.BE
IE00BK5H8015,SPDR STOXX Europe 600 SRI UCITS ETF,ZPDX,514.0,equity,EUR,Ireland,False,Accumulating,0.12,199.0,STOXX® Europe 600 SRI,ZPDX.BE
IE00BK72HJ67,UBS MSCI World Socially Responsible UCITS ETF USD acc,4UBH,1202.0,equity,USD,Ireland,False,Accumulating,0.19,377.0,MSCI World SRI Low Carbon Select 5% Issuer Capped,4UBH.DU
IE00BK72HM96,UBS MSCI World Socially Responsible UCITS ETF hEUR acc,4UB1,205.0,equity,EUR,Ireland,True,Accumulating,0.22,377.0,MSCI World SRI Low Carbon Select 5% Issuer Capped (EUR Hedged),4UB1.DU
IE00BK72HT65,UBS MSCI World Socially Responsible UCITS ETF hCHF acc,WSRIC,276.0,equity,CHF,Ireland,True,Accumulating,0.22,377.0,MSCI World SRI Low Carbon Select 5% Issuer Capped (CHF Hedged),
IE00BK80XL30,Invesco MSCI China All Shares Stock Connect UCITS ETF Acc,MCHN,92.0,equity,USD,Ireland,False,Accumulating,0.35,400.0,MSCI China All Shares Stock Connect Select,MCHN.BE
