isin,name,ticker,size,asset_class,currency,domicile_country,hedged,dividends,ter,number_of_holdings,index,symbol,1 year,3 year,5 year
LU1215827756,Xtrackers MSCI Japan UCITS ETF 7C - CHF Hedged,XMCJ,31.0,equity,CHF,Luxembourg,True,Accumulating,0.25,181.0,MSCI Japan (CHF Hedged),,+45.47%,+121.67%,+154.48%
LU1215828218,Xtrackers MSCI EMU UCITS ETF 3C CHF hedged,XDUE,81.0,equity,CHF,Luxembourg,True,Accumulating,0.17,222.0,MSCI EMU (CHF Hedged),,+19.85%,+54.76%,+93.91%
LU1273641503,UBS MSCI USA Socially Responsible UCITS ETF hCHF acc,USSRS,12.0,equity,CHF,Luxembourg,True,Accumulating,0.25,181.0,MSCI USA SRI Low Carbon Select 5% Issuer Capped (CHF Hedged),,+8.89%,+49.52%,+57.27%
LU1273642816,UBS MSCI EMU Socially Responsible UCITS ETF hCHF acc,EUSRS,46.0,equity,CHF,Luxembourg,True,Accumulating,0.23,70.0,MSCI EMU SRI Low Carbon Select 5% Issuer Capped (CHF Hedged),,+7.01%,+34.19%,+58.50%
LU1280300770,UBS MSCI EMU Socially Responsible UCITS ETF hUSD acc,EUSRU,9.0,equity,USD,Luxembourg,True,Accumulating,0.23,70.0,MSCI EMU SRI Low Carbon Select 5% Issuer Capped (USD Hedged),,-6.05%,+28.04%,+64.12%
LU1291097779,BNP Paribas Easy MSCI Emerging Min TE UCITS ETF,EMKX,1329.0,equity,EUR,Luxembourg,False,Accumulating,0.27,955.0,MSCI Emerging Markets Select Filtered Min TE,EMKX.DE,+25.25%,+48.32%,+22.99%
LU1291098827,BNP Paribas Easy MSCI EMU Min TE UCITS ETF,EMUX,1053.0,equity,EUR,Luxembourg,False,Accumulating,0.15,202.0,MSCI EMU Select Filtered Min TE,EMUX.BE,+15.50%,+49.37%,+71.95%
LU1291099718,BNP Paribas Easy MSCI Europe Min TE UCITS ETF,EEUX,3086.0,equity,EUR,Luxembourg,False,Accumulating,0.15,361.0,MSCI Europe Select Filtered Min TE,EEUX.DE,+13.61%,+44.20%,+67.65%
LU1291101555,BNP Paribas Easy MSCI Europe Small Caps SRI S-Series PAB 5% Capped UCITS ETF,EESM,231.0,equity,EUR,Luxembourg,False,Accumulating,0.25,135.0,MSCI Europe Small Cap SRI S-Series PAB 5% Capped,EESM.DE,+8.44%,+19.31%,+14.28%
LU1291102447,BNP Paribas Easy MSCI Japan Min TE UCITS ETF,EJAP,1503.0,equity,EUR,Luxembourg,False,Accumulating,0.15,163.0,MSCI Japan Select Filtered Min TE,EJAP.BE,+23.30%,+62.78%,+54.25%
LU1291103338,BNP Paribas Easy MSCI USA SRI S-Series PAB 5% Capped UCITS ETF USD Acc,EKLD,83.0,equity,USD,Luxembourg,False,Accumulating,0.25,111.0,MSCI USA SRI S-Series PAB 5% Capped,EKLDC.PA,-12.23%,+17.97%,+43.47%
LU1291104575,BNP Paribas Easy MSCI USA Min TE UCITS ETF,ENOA,1352.0,equity,EUR,Luxembourg,False,Accumulating,0.16,464.0,MSCI USA Select Filtered Min TE,ENOA.DE,-1.72%,+47.37%,+73.65%
LU1291106356,BNP Paribas Easy MSCI Pacific ex Japan Min TE UCITS ETF,PAC,315.0,equity,EUR,Luxembourg,False,Accumulating,0.15,90.0,MSCI Pacific ex Japan Select Filtered Min TE,PAC.DE,+8.45%,+22.83%,+40.52%
LU1291108642,BNP Paribas Easy MSCI World SRI S-Series PAB 5% Capped UCITS ETF USD Acc,EWRD,45.0,equity,USD,Luxembourg,False,Accumulating,0.26,303.0,MSCI World SRI S-Series PAB 5% Capped,,-3.11%,+24.29%,+46.03%
LU1377382368,BNP Paribas Easy Low Carbon 100 Europe PAB UCITS ETF,LCEU,433.0,equity,EUR,Luxembourg,False,Accumulating,0.3,100.0,Low Carbon 100 Europe PAB,LCEU.BE,+5.22%,+25.87%,+46.56%
LU1437015735,Amundi Core MSCI Europe UCITS ETF Acc,A4HZ,3936.0,equity,EUR,Luxembourg,False,Accumulating,0.12,412.0,MSCI Europe,A4HZ.BE,+15.96%,+45.26%,+73.53%
LU1437017350,Amundi Core MSCI Emerging Markets UCITS ETF Acc,10AF,3514.0,equity,EUR,Luxembourg,False,Accumulating,0.18,1195.0,MSCI Emerging Markets,10AF.BE,+25.71%,+49.03%,+25.47%
LU1437025023,Amundi MSCI UK IMI SRI Climate Paris Aligned UCITS ETF - EUR (C),GNAZ,41.0,equity,EUR,Luxembourg,False,Accumulating,0.18,91.0,MSCI UK IMI SRI Filtered PAB,GNAZ.BE,+15.79%,+43.58%,+50.94%
LU1437025296,Amundi MSCI UK IMI SRI Climate Paris Aligned UCITS ETF - GBP (C),ACU5,68.0,equity,GBP,Luxembourg,False,Accumulating,0.18,91.0,MSCI UK IMI SRI Filtered PAB,,+15.36%,+42.67%,+49.65%
LU1481203070,BNP Paribas Easy MSCI Japan Min TE UCITS ETF EUR Hedged,EJAH,137.0,equity,EUR,Luxembourg,True,Accumulating,0.15,163.0,MSCI Japan Select Filtered Min TE (EUR Hedged),EJAH.BE,+41.87%,+121.88%,+133.42%
LU1589327680,UBS Core MSCI Europe UCITS ETF hCHF acc,EURCHA,102.0,equity,CHF,Luxembourg,True,Accumulating,0.09,404.0,MSCI Europe (CHF Hedged),,+17.41%,+45.14%,+85.57%
LU1600334798,UBS Core MSCI Europe UCITS ETF hEUR acc,UIMF,126.0,equity,EUR,Luxembourg,True,Accumulating,0.09,404.0,MSCI Europe (EUR Hedged),UIMF.DE,+14.66%,+42.95%,+68.57%
LU1602144575,Amundi MSCI EMU ESG Selection UCITS ETF DR - EUR (C),AMED,1409.0,equity,EUR,Luxembourg,False,Accumulating,0.25,111.0,MSCI EMU ESG Selection P-Series 5% Issuer Capped,AMED.BE,+14.57%,+37.99%,+58.98%
LU1602144732,Amundi MSCI Japan ESG Broad Transition UCITS ETF EUR Acc,J1GR,326.0,equity,EUR,Luxembourg,False,Accumulating,0.15,167.0,MSCI Japan ESG Broad CTB Select,J1GR.BE,+21.66%,+53.51%,+44.69%
LU1603795458,IndexIQ Factors Sustainable Europe Equity UCITS ETF,DX1F,146.0,equity,EUR,Luxembourg,False,Accumulating,0.25,259.0,Solactive Candriam Factors Sustainable Europe Equity,DX1F.BE,+16.38%,+44.37%,+69.62%
LU1603797587,IndexIQ Factors Sustainable Japan Equity UCITS ETF,DXK7,99.0,equity,EUR,Luxembourg,False,Accumulating,0.3,143.0,Solactive Candriam Factors Sustainable Japan Equity,,+14.62%,+45.90%,+48.98%
LU1615092217,BNP Paribas Easy MSCI World SRI S-Series PAB 5% Capped UCITS ETF EUR Acc,EMWE,895.0,equity,EUR,Luxembourg,False,Accumulating,0.26,303.0,MSCI World SRI S-Series PAB 5% Capped,EMWE.BE,-3.28%,+22.79%,+45.11%
LU1646361276,Amundi Core MSCI EMU UCITS ETF Acc,B8TI,293.0,equity,EUR,Luxembourg,False,Accumulating,0.12,224.0,MSCI EMU,,+20.43%,+53.86%,+77.05%
LU1655103486,Ossiam Bloomberg Europe ex Eurozone PAB NR UCITS ETF 1C (EUR),OP4E,237.0,equity,EUR,Luxembourg,False,Accumulating,0.17,90.0,Bloomberg PAB Europe DM ex Eurozone Large & Mid Cap,,+10.38%,+35.49%,+65.34%
LU1655103643,Ossiam Bloomberg Japan PAB NR UCITS ETF 1C (EUR),OP5E,0.0,equity,EUR,Luxembourg,False,Accumulating,0.19,64.0,Bloomberg PAB Japan Large & Mid Cap,,+18.50%,+48.54%,+39.20%
LU1655103726,Ossiam Bloomberg Japan PAB NR UCITS ETF H1C (EUR Hedged),OP5H,1.0,equity,EUR,Luxembourg,True,Accumulating,0.25,64.0,Bloomberg PAB Japan Large & Mid Cap (EUR Hedged),,+36.10%,+102.12%,+110.53%
LU1659681586,BNP Paribas Easy MSCI USA SRI S-Series PAB 5% Capped UCITS ETF EUR Acc,ZSRM,67.0,equity,EUR,Luxembourg,False,Accumulating,0.25,111.0,MSCI USA SRI S-Series PAB 5% Capped,ZSRM.BE,-11.91%,+16.22%,+42.81%
LU1681040223,Amundi STOXX Europe 600 ESG UCITS ETF DR EUR (C),AME6,1399.0,equity,EUR,Luxembourg,False,Accumulating,0.18,487.0,STOXX® Europe 600 ESG+,AME6.BE,+12.96%,+43.25%,+67.04%
LU1681041544,Amundi MSCI Europe Small Cap ESG Broad Transition UCITS ETF Acc,X13N,84.0,equity,EUR,Luxembourg,False,Accumulating,0.23,782.0,MSCI Europe Small Cap ESG Broad CTB Select,X13N.BE,+14.33%,+33.92%,+37.96%
LU1681042435,Amundi MSCI Europe Growth UCITS ETF - EUR (C),X135,114.0,equity,EUR,Luxembourg,False,Accumulating,0.35,213.0,MSCI Europe Growth,X135.BE,+5.99%,+28.26%,+39.83%
LU1681042609,Amundi MSCI Europe ESG Broad Transition UCITS ETF - EUR (C),CEUG,2406.0,equity,EUR,Luxembourg,False,Accumulating,0.12,372.0,MSCI Europe ESG Broad CTB Select,CEUG.BE,+15.54%,+45.28%,+68.48%
LU1681043912,Amundi MSCI China Tech UCITS ETF EUR Acc,18MG,144.0,equity,EUR,Luxembourg,False,Accumulating,0.55,95.0,MSCI China Tech IMI All Share Stock Connect Filtered,,+15.35%,+10.58%,+8.83%
LU1681044050,Amundi MSCI China Tech UCITS ETF USD Acc,XAME,38.0,equity,USD,Luxembourg,False,Accumulating,0.55,95.0,MSCI China Tech IMI All Share Stock Connect Filtered,XAME.BE,+14.65%,+10.67%,+9.16%
LU1681044308,Amundi MSCI Europe ex Switzerland ESG Broad Transition UCITS ETF Acc,X13Z,614.0,equity,EUR,Luxembourg,False,Accumulating,0.13,199.0,MSCI Europe ex Switzerland ESG Broad CTB Select,X13Z.BE,+13.90%,+37.75%,+64.71%
LU1681044647,Amundi MSCI Nordic UCITS ETF EUR (C),CN1G,274.0,equity,EUR,Luxembourg,False,Accumulating,0.25,80.0,MSCI Nordic Countries,CN1G.BE,+3.78%,+20.66%,+37.19%
LU1681047236,Amundi Core EURO STOXX 50 UCITS ETF EUR Acc,V50A,3282.0,equity,EUR,Luxembourg,False,Accumulating,0.09,56.0,EURO STOXX® 50,V50A.BE,+14.58%,+54.33%,+87.01%
LU1681047400,Amundi Core EURO STOXX 50 UCITS ETF USD Acc,X13U,40.0,equity,USD,Luxembourg,False,Accumulating,0.09,56.0,EURO STOXX® 50,X13U.BE,+15.26%,+54.05%,+87.11%
LU1691909508,Amundi Global Gender Equality UCITS ETF Acc,VOOM,48.0,equity,USD,Luxembourg,False,Accumulating,0.2,153.0,Solactive Equileap Global Gender Equality,VOOM.BE,+7.89%,+34.65%,+55.74%
LU1753045332,BNP Paribas Easy MSCI Europe SRI S-Series PAB 5% Capped UCITS ETF EUR Acc,ASRR,71.0,equity,EUR,Luxembourg,False,Accumulating,0.25,114.0,MSCI Europe SRI S-Series PAB 5% Capped,,+9.67%,+32.71%,+47.10%
LU1772333404,Xtrackers Stoxx Europe 600 UCITS ETF 2C - EUR Hedged,XSXE,11.0,equity,EUR,Luxembourg,True,Accumulating,0.25,603.0,STOXX® Europe 600 (EUR Hedged),XSXE.DE,+14.97%,+43.06%,+66.42%
LU1781541252,Amundi Core MSCI Japan UCITS ETF Acc,LCUJ,4360.0,equity,JPY,Luxembourg,False,Accumulating,0.12,180.0,MSCI Japan,LCUJ.BE,+26.63%,+62.04%,+53.68%
LU1781541849,Amundi MSCI EM Asia ESG Broad Transition UCITS ETF Acc,LCUA,434.0,equity,USD,Luxembourg,False,Accumulating,0.25,685.0,MSCI EM Asia ESG Broad CTB Select,LCUA.BE,+26.67%,+49.27%,+20.62%
LU1804202403,UBS MSCI EMU Select Factor Mix UCITS ETF EUR acc,UIQN,15.0,equity,EUR,Luxembourg,False,Accumulating,0.34,553.0,MSCI EMU Select Factor Mix,UIQN.DE,+16.91%,+49.02%,+65.43%
LU1847674733,Ossiam Bloomberg Eurozone PAB NR UCITS ETF 1C (EUR),OP2E,307.0,equity,EUR,Luxembourg,False,Accumulating,0.17,97.0,Bloomberg PAB Eurozone DM Large & Mid Cap,,+8.73%,+36.01%,+57.27%
LU1861132840,Amundi MSCI Robotics & AI UCITS ETF Acc,GOAI,995.0,equity,EUR,Luxembourg,False,Accumulating,0.4,161.0,MSCI ACWI IMI Robotics & AI Filtered,GOAI.BE,-3.27%,+39.10%,+43.58%
LU1861137484,Amundi MSCI Europe SRI Climate Paris Aligned UCITS ETF DR (C),MIVB,1249.0,equity,EUR,Luxembourg,False,Accumulating,0.18,112.0,MSCI Europe SRI Filtered PAB,MIVB.BE,-0.72%,+21.82%,+36.32%
LU1861138961,Amundi MSCI Emerging Markets SRI Climate Paris Aligned UCITS ETF DR (C),AMEI,1577.0,equity,USD,Luxembourg,False,Accumulating,0.25,162.0,MSCI Emerging Markets SRI Filtered PAB,AMEI.BE,+17.60%,+26.94%,+9.09%
LU1900066033,Amundi MSCI Semiconductors UCITS ETF Acc,LSMC,1089.0,equity,EUR,Luxembourg,False,Accumulating,0.35,61.0,MSCI ACWI Semiconductors & Semiconductor Equipment Filtered,,+42.44%,+244.35%,+228.81%
LU1900068914,Amundi MSCI China ESG Selection Extra UCITS ETF Acc,LCHI,528.0,equity,EUR,Luxembourg,False,Accumulating,0.65,164.0,MSCI China Select ESG Rating and Trend Leaders,LCHI.BE,+10.49%,+11.04%,-30.32%
LU1920015366,Xtrackers MSCI EMU UCITS ETF 4C,XEMU,7.0,equity,EUR,Luxembourg,False,Accumulating,0.12,222.0,MSCI EMU,,-,-,-
LU1940199711,Amundi MSCI Europe ESG Selection UCITS ETF Acc,LEAD,1022.0,equity,EUR,Luxembourg,False,Accumulating,0.2,219.0,MSCI Europe ESG Selection P-Series 5% Issuer Capped,LEAD.DE,+11.19%,+35.93%,+57.65%
LU1940199984,Amundi MSCI Europe ESG Selection UCITS ETF EUR Hedged Acc,BUN5,78.0,equity,EUR,Luxembourg,True,Accumulating,0.25,219.0,MSCI Europe ESG Selection P-Series 5% Issuer Capped (EUR Hedged),,+12.83%,+35.68%,-
LU1953136527,BNP Paribas Easy ECPI Circular Economy Leaders UCITS ETF EUR,EMEC,393.0,equity,EUR,Luxembourg,False,Accumulating,0.3,51.0,ECPI Circular Economy Leaders Equity,EMEC.BE,+5.97%,+38.29%,+67.76%
LU1953137681,BNP Paribas Easy MSCI EMU SRI S-Series PAB 5% Capped UCITS ETF,EMUS,139.0,equity,EUR,Luxembourg,False,Accumulating,0.25,59.0,MSCI EMU SRI S-Series PAB 5% Capped,CSEMUS.MI,+10.67%,+35.12%,+53.98%
LU2023678282,Amundi MSCI Disruptive Technology UCITS ETF Acc,DRUP,135.0,equity,USD,Luxembourg,False,Accumulating,0.45,228.0,MSCI ACWI IMI Disruptive Technology Filtered,DRUP.BE,-0.07%,+37.53%,-1.93%
LU2023678449,Amundi MSCI Millennials UCITS ETF Acc,GENY,29.0,equity,USD,Luxembourg,False,Accumulating,0.45,225.0,MSCI ACWI IMI Millennials Filtered,GENY.DE,-10.69%,+18.80%,+2.14%
LU2023678878,Amundi MSCI Digital Economy UCITS ETF Acc,EBUY,129.0,equity,USD,Luxembourg,False,Accumulating,0.45,183.0,MSCI ACWI IMI Digital Economy & Metaverse Filtered,EBUY.DE,-8.85%,+47.70%,+3.96%
LU2023679090,Amundi MSCI Smart Mobility UCITS ETF Acc,ELCR,189.0,equity,USD,Luxembourg,False,Accumulating,0.45,80.0,MSCI ACWI IMI Future Mobility Filtered,ELCR.DE,+18.18%,+32.45%,+30.23%
LU2037748345,Amundi MSCI Smart Cities UCITS ETF - Acc,AMEC,70.0,equity,EUR,Luxembourg,False,Accumulating,0.45,148.0,MSCI ACWI IMI Smart Cities Filtered,AMEC.DE,+12.18%,+27.70%,+10.17%
LU2050966394,UBS MSCI EM ex China UCITS ETF USD acc,4UBL,47.0,equity,USD,Luxembourg,False,Accumulating,0.16,642.0,MSCI Emerging Markets ex China,,+34.24%,-,-
LU2089238039,Amundi Prime Europe UCITS ETF DR (C),PRAE,167.0,equity,EUR,Luxembourg,False,Accumulating,0.05,415.0,Solactive GBS Developed Markets Europe Large & Mid Cap,PRAE.DE,+16.17%,+46.05%,+74.10%
LU2089238112,Amundi Prime Eurozone UCITS ETF DR (C),PRAZ,77.0,equity,EUR,Luxembourg,False,Accumulating,0.05,195.0,Solactive GBS Developed Markets Eurozone Large & Mid Cap,PRAZ.DE,+18.28%,+52.61%,+79.45%
LU2089238385,Amundi Prime Japan UCITS ETF DR (C),PRAJ,355.0,equity,JPY,Luxembourg,False,Accumulating,0.05,304.0,Solactive GBS Japan Large & Mid Cap,PRAJ.DE,+26.46%,+61.81%,+54.61%
LU2109787049,Amundi MSCI Emerging Markets ESG Broad Transition UCITS ETF DR (C),SBIM,1272.0,equity,USD,Luxembourg,False,Accumulating,0.18,950.0,MSCI Emerging Markets ESG Broad CTB Select,SBIM.DE,+26.86%,+47.65%,+24.41%
LU2109787551,Amundi MSCI Emerging Markets ESG Selection UCITS ETF DR (C),SADM,1379.0,equity,USD,Luxembourg,False,Accumulating,0.18,396.0,MSCI EM ESG Selection P-Series 5% Issuer Capped,SADM.DE,+20.37%,+34.49%,+13.03%
LU2109787635,Amundi MSCI EMU SRI Climate Paris Aligned UCITS ETF DR (C),SRHE,136.0,equity,EUR,Luxembourg,False,Accumulating,0.18,65.0,MSCI EMU SRI Filtered PAB,SRHE.DE,+4.40%,+33.52%,+50.60%
LU2130768844,Amundi MSCI Europe Climate Paris Aligned UCITS ETF Acc,EABE,115.0,equity,EUR,Luxembourg,False,Accumulating,0.15,255.0,MSCI Europe Climate Paris Aligned Filtered,EABE.DE,+11.38%,+38.20%,+60.51%
LU2182388582,Amundi MSCI EMU Climate Paris Aligned UCITS ETF Acc,XAMJ,251.0,equity,EUR,Luxembourg,False,Accumulating,0.15,137.0,MSCI EMU Climate Paris Aligned Filtered,XAMJ.MU,+12.15%,+36.54%,+52.42%
LU2194449075,BNP Paribas Easy Low Carbon 300 World PAB UCITS ETF Acc,LOWD,103.0,equity,EUR,Luxembourg,False,Accumulating,0.31,300.0,Low Carbon 300 World PAB,,-1.00%,+51.75%,-
LU2195226068,Amundi S&P Eurozone Climate Paris Aligned UCITS ETF Acc,ZPAB,2608.0,equity,EUR,Luxembourg,False,Accumulating,0.2,94.0,S&P Eurozone LargeMidCap Net Zero 2050 Paris-Aligned ESG,ZPAB.DE,+13.04%,+53.45%,+73.39%
LU2196470426,Xtrackers Nikkei 225 UCITS ETF 1C,XNKY,231.0,equity,JPY,Luxembourg,False,Accumulating,0.09,225.0,Nikkei 225®,XNKY.DE,+30.11%,+71.29%,+47.47%
LU2206597804,UBS MSCI Europe Socially Responsible UCITS ETF EUR acc,UIW1,62.0,equity,EUR,Luxembourg,False,Accumulating,0.18,120.0,MSCI Europe SRI Low Carbon Select 5% Issuer Capped,UIW1.DE,+0.99%,+31.76%,-
LU2206598109,UBS MSCI Europe Socially Responsible UCITS ETF hEUR acc,UIW3,2.0,equity,EUR,Luxembourg,True,Accumulating,0.21,120.0,MSCI Europe SRI Low Carbon Select 5% Issuer Capped (EUR Hedged),UIW3.DE,+0.72%,+30.02%,-
LU2244387887,BNP Paribas Easy Growth Europe UCITS ETF Acc,EGRE,60.0,equity,EUR,Luxembourg,False,Accumulating,0.31,68.0,BNP Paribas Growth Europe,,-3.23%,+7.36%,-
LU2250132763,UBS MSCI Switzerland IMI Socially Responsible UCITS ETF CHF acc,CHSR,242.0,equity,CHF,Luxembourg,False,Accumulating,0.28,55.0,MSCI Switzerland IMI Extended SRI Low Carbon Select 5% Issuer Capped,CHSR.DE,+8.24%,+35.32%,-
LU2265794276,UBS Solactive China Technology UCITS ETF USD acc,UIC2,590.0,equity,USD,Luxembourg,False,Accumulating,0.47,91.0,Solactive China Technology,UIC2.DE,+5.78%,+11.00%,-
LU2265794946,UBS Solactive China Technology UCITS ETF hEUR acc,UIC1,179.0,equity,EUR,Luxembourg,True,Accumulating,0.5,91.0,Solactive China Technology (EUR Hedged),UIC1.DE,+19.56%,+18.91%,-
LU2300295123,Amundi Prime Emerging Markets UCITS ETF DR (C),PRAM,249.0,equity,USD,Luxembourg,False,Accumulating,0.1,1710.0,Solactive GBS Emerging Markets Large & Mid Cap,,+24.58%,+48.61%,-
LU2314312849,BNP Paribas Easy MSCI China Min TE UCITS ETF EUR Acc,9W1,81.0,equity,EUR,Luxembourg,False,Accumulating,0.27,494.0,MSCI China Select Filtered Min TE,,+4.96%,+7.39%,-
LU2314312922,BNP Paribas Easy MSCI China Min TE UCITS ETF USD Acc,9W1A,61.0,equity,USD,Luxembourg,False,Accumulating,0.27,494.0,MSCI China Select Filtered Min TE,,+4.87%,+7.57%,-
LU2343997487,Amundi MSCI China ESG Selection UCITS ETF DR (C),SADC,152.0,equity,USD,Luxembourg,False,Accumulating,0.35,171.0,MSCI China ESG Selection P-Series 5% Issuer Capped,,+7.23%,+7.46%,-
LU2345046655,Amundi MSCI Emerging Ex China ESG Selection UCITS ETF DR (C),EMXU,720.0,equity,USD,Luxembourg,False,Accumulating,0.35,247.0,MSCI EM ex China ESG Selection P-Series 5% Issuer Capped,,+20.51%,+38.52%,-
LU2376679564,Xtrackers Harvest MSCI China Tech 100 UCITS ETF 1C,XCTE,34.0,equity,USD,Luxembourg,False,Accumulating,0.44,105.0,MSCI China All Shares Tech Select Screened 100,,+7.21%,+5.39%,-
LU2439119236,Amundi MSCI AC Far East Ex Japan ESG Selection UCITS ETF DR - USD (C),ACUU,4.0,equity,USD,Luxembourg,False,Accumulating,0.25,277.0,MSCI AC Far East ex Japan ESG Selection P-Series 5% Issuer Capped,,+21.61%,+27.62%,-
LU2446381555,BNP Paribas Easy ESG Eurozone Biodiversity Leaders PAB UCITS ETF,ASRV,17.0,equity,EUR,Luxembourg,False,Accumulating,0.35,66.0,Euronext ESG Eurozone Biodiversity Leaders PAB,,+10.61%,+44.93%,-
LU2490201840,Amundi MSCI Japan ESG Broad Transition UCITS ETF - Hedged EUR (C),AHYZ,90.0,equity,EUR,Luxembourg,True,Accumulating,0.2,167.0,MSCI Japan ESG Broad CTB Select (EUR Hedged),,+41.27%,+108.76%,-
LU2491210618,Ossiam Bloomberg Asia Pacific ex Japan PAB NR UCITS ETF 1C (EUR),OP6E,146.0,equity,EUR,Luxembourg,False,Accumulating,0.29,64.0,Bloomberg PAB APAC DM ex-Japan Large & Mid Cap,,+8.96%,+23.34%,-
LU2533810276,BNP Paribas Easy ECPI Circular Economy Leaders UCITS ETF USD,BJLC,2.0,equity,USD,Luxembourg,False,Accumulating,0.3,51.0,ECPI Circular Economy Leaders Equity,,+7.33%,+38.87%,-
LU2800573128,BNP Paribas Easy MSCI Japan Min TE UCITS ETF USD,EJAPU,1.0,equity,USD,Luxembourg,False,Accumulating,0.15,163.0,MSCI Japan Select Filtered Min TE,,+21.22%,-,-
LU2807512947,UBS MSCI World ex USA UCITS ETF USD acc,CHSI,54.0,equity,USD,Luxembourg,False,Accumulating,0.14,777.0,MSCI World ex USA,,-,-,-
LU2859297330,Xtrackers World Small Cap Green Tech Innovators UCITS ETF 1C,GTIS,34.0,equity,USD,Luxembourg,False,Accumulating,0.45,202.0,Xtrackers World Small Cap Green Tech Innovators,,+15.00%,-,-
LU2859392081,Xtrackers World Green Tech Innovators UCITS ETF 1C,GTIL,13.0,equity,USD,Luxembourg,False,Accumulating,0.35,182.0,Xtrackers World Green Tech Innovators,,+1.82%,-,-
LU2873560481,Amundi MSCI Europe ESG Broad Transition UCITS ETF EUR Hedged Acc,CEUH,60.0,equity,EUR,Luxembourg,True,Accumulating,0.14,372.0,MSCI Europe ESG Broad CTB Select (EUR Hedged),,+15.76%,-,-
LU2873560564,Amundi Core Stoxx Europe 600 UCITS ETF USD Hedged Acc,MEUH,111.0,equity,USD,Luxembourg,True,Accumulating,0.09,612.0,STOXX® Europe 600 (USD Hedged),,+4.45%,-,-
LU2881684745,BNP Paribas Easy ESG Enhanced Europe UCITS ETF Acc,BJL6,347.0,equity,EUR,Luxembourg,False,Accumulating,0.2,237.0,BNP Paribas Easy ESG Enhanced Europe,,+12.64%,-,-
LU2903252349,Scalable MSCI AC World Xtrackers UCITS ETF 1C,SCWX,403.0,equity,USD,Luxembourg,False,Accumulating,0.0,2310.0,MSCI All Country World (ACWI),,+5.49%,-,-
LU2914157412,Amundi Core MSCI Japan UCITS ETF USD Hedged Acc,AMEV,14.0,equity,USD,Luxembourg,True,Accumulating,0.14,180.0,MSCI Japan (USD Hedged),,+27.84%,-,-
LU2993390504,BNP Paribas Easy S&P 500 II UCITS ETF USD (Acc),EDEE,112.0,equity,USD,Luxembourg,False,Accumulating,0.08,503.0,S&P 500®,,-,-,-
LU2993390769,BNP Paribas Easy S&P 500 II UCITS ETF EUR (Acc),EDED,126.0,equity,EUR,Luxembourg,False,Accumulating,0.08,503.0,S&P 500®,,-,-,-
LU2993390843,BNP Paribas Easy S&P 500 II UCITS ETF EUR Hedged (Acc),EDEA,61.0,equity,EUR,Luxembourg,True,Accumulating,0.08,503.0,S&P 500® (EUR Hedged),,-,-,-
LU3086388124,Amundi MSCI Europe Screened UCITS ETF (Acc),EUSC,389.0,equity,EUR,Luxembourg,False,Accumulating,0.12,375.0,MSCI Europe Screened Select ex Thermal Coal,,-,-,-
LU3180074463,Amundi European Strategic Autonomy UCITS ETF Acc,INDEP,6.0,equity,EUR,Luxembourg,False,Accumulating,0.4,221.0,Euronext European Strategic Autonomy,,-,-,-
XS2399364152,Leverage Shares 5x Long Nasdaq 100 ETP,QQQ5,28.0,equity,USD,Ireland,False,Accumulating,0.75,101.0,Nasdaq 100® Leverage (5x),,-30.27%,+279.41%,-
XS2399364319,Leverage Shares -5x Short Nasdaq 100 ETP,QQ3S,6.0,equity,USD,Ireland,False,Accumulating,0.75,101.0,Nasdaq 100® Short Leverage (-5x),,-78.95%,-97.63%,-
